,text,CaseFolding,TextClean,Tokenizing,Normalization,Stopwords
394,Kalau masih sudah daftra karena baru daftar kemarin apakah memang belum ya?,kalau masih sudah daftra karena baru daftar kemarin apakah memang belum ya?,kalau masih sudah daftra karena baru daftar kemarin apakah memang belum ya,"['kalau', 'masih', 'sudah', 'daftra', 'karena', 'baru', 'daftar', 'kemarin', 'apakah', 'memang', 'belum', 'ya']","['kalau', 'masih', 'sudah', 'daftra', 'karena', 'baru', 'daftar', 'kemarin', 'apakah', 'memang', 'belum', 'ya']","['daftra', 'daftar', 'kemarin']"
395,@syayafa bisa di cek email secara berkala kak,@syayafa bisa di cek email secara berkala kak,bisa di cek email secara berkala kak,"['bisa', 'di', 'cek', 'email', 'secara', 'berkala', 'kak']","['bisa', 'di', 'cek', 'email', 'secara', 'berkala', 'kakak']","['cek', 'email', 'berkala', 'kakak']"
396,"Izin bertanya min, seminggu berapa kali kelas ya?","izin bertanya min, seminggu berapa kali kelas ya?",izin bertanya min seminggu berapa kali kelas ya,"['izin', 'bertanya', 'min', 'seminggu', 'berapa', 'kali', 'kelas', 'ya']","['izin', 'bertanya', 'min', 'seminggu', 'berapa', 'sepertinya', 'kelas', 'ya']","['izin', 'min', 'seminggu', 'kelas']"
397,Izin bertanya min saya sudah mengikuti pretest dari hari selasa tetapi sampek hari jumat ini blom dapat notifikasi lagi ya mohon pencerahan nya min🙏,izin bertanya min saya sudah mengikuti pretest dari hari selasa tetapi sampek hari jumat ini blom dapat notifikasi lagi ya mohon pencerahan nya min🙏,izin bertanya min saya sudah mengikuti pretest dari hari selasa tetapi sampek hari jumat ini blom dapat notifikasi lagi ya mohon pencerahan nya min,"['izin', 'bertanya', 'min', 'saya', 'sudah', 'mengikuti', 'pretest', 'dari', 'hari', 'selasa', 'tetapi', 'sampek', 'hari', 'jumat', 'ini', 'blom', 'dapat', 'notifikasi', 'lagi', 'ya', 'mohon', 'pencerahan', 'nya', 'min']","['izin', 'bertanya', 'min', 'saya', 'sudah', 'mengikuti', 'pretest', 'dari', 'hari', 'selasa', 'tetapi', 'sampek', 'hari', 'jumat', 'ini', 'belum', 'dapat', 'notifikasi', 'lagi', 'ya', 'mohon', 'pencerahan', 'nya', 'min']","['izin', 'min', 'mengikuti', 'pretest', 'selasa', 'sampek', 'jumat', 'notifikasi', 'mohon', 'pencerahan', 'min']"
398,"Izin bertanya min, apakah belum ada pengumuman hasil kelulusan yah min? Terimakasih sebelumnya","izin bertanya min, apakah belum ada pengumuman hasil kelulusan yah min? terimakasih sebelumnya",izin bertanya min apakah belum ada pengumuman hasil kelulusan yah min terimakasih sebelumnya,"['izin', 'bertanya', 'min', 'apakah', 'belum', 'ada', 'pengumuman', 'hasil', 'kelulusan', 'yah', 'min', 'terimakasih', 'sebelumnya']","['izin', 'bertanya', 'min', 'apakah', 'belum', 'ada', 'pengumuman', 'hasil', 'kelulusan', 'ya', 'min', 'terimakasih', 'sebelumnya']","['izin', 'min', 'pengumuman', 'hasil', 'kelulusan', 'min', 'terimakasih']"
399,"Selamat malam kak, mohon maaf mengganggu. Saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia. Saya harap mendapatkan link baru, soalnya sudah dekat tanggal 5. Terima kasih.","selamat malam kak, mohon maaf mengganggu. saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia. saya harap mendapatkan link baru, soalnya sudah dekat tanggal 5. terima kasih.",selamat malam kak mohon maaf mengganggu saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia saya harap mendapatkan link baru soalnya sudah dekat tanggal terima kasih,"['selamat', 'malam', 'kak', 'mohon', 'maaf', 'mengganggu', 'saya', 'mau', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'jawab', 'mutlak', 'mahasiswa', 'tetapi', 'isinya', 'susah', 'dihapus', 'dan', 'tidak', 'tersedia', 'saya', 'harap', 'mendapatkan', 'link', 'baru', 'soalnya', 'sudah', 'dekat', 'tanggal', 'terima', 'kasih']","['selamat', 'malam', 'kakak', 'mohon', 'maaf', 'mengganggu', 'saya', 'mau', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'jawab', 'mutlak', 'mahasiswa', 'tetapi', 'isinya', 'susah', 'dihapus', 'dan', 'tidak', 'tersedia', 'saya', 'harap', 'mendapatkan', 'link', 'baru', 'soalnya', 'sudah', 'dekat', 'tanggal', 'terima', 'kasih']","['selamat', 'malam', 'kakak', 'mohon', 'maaf', 'mengganggu', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'mutlak', 'mahasiswa', 'isinya', 'susah', 'dihapus', 'tersedia', 'harap', 'link', 'tanggal', 'terima', 'kasih']"
400,semesester 3 bisa daftar tidak kak ?,semesester 3 bisa daftar tidak kak ?,semesester bisa daftar tidak kak,"['semesester', 'bisa', 'daftar', 'tidak', 'kak']","['semesester', 'bisa', 'daftar', 'tidak', 'kakak']","['semesester', 'daftar', 'kakak']"
401,Udahhh ga sabar 😍😍,udahhh ga sabar 😍😍,udahhh ga sabar,"['udahhh', 'ga', 'sabar']","['udahhh', 'tidak', 'sabar']","['udahhh', 'sabar']"
402,@rahmanita.auliya minimal semester 5 pada saat program studi independen dimulai kak 😁 -m,@rahmanita.auliya minimal semester 5 pada saat program studi independen dimulai kak 😁 -m,minimal semester pada saat program studi independen dimulai kak ,"['minimal', 'semester', 'pada', 'saat', 'program', 'studi', 'independen', 'dimulai', 'kak']","['minimal', 'semester', 'pada', 'saat', 'program', 'studi', 'independen', 'dimulai', 'kakak']","['minimal', 'semester', 'program', 'studi', 'independen', 'kakak']"
403,"@maribelajar_id kak, pengumuman nya kapan ya kak? Apakah ada tes nya ya setelaj mendaftar?","@maribelajar_id kak, pengumuman nya kapan ya kak? apakah ada tes nya ya setelaj mendaftar?",kak pengumuman nya kapan ya kak apakah ada tes nya ya setelaj mendaftar,"['kak', 'pengumuman', 'nya', 'kapan', 'ya', 'kak', 'apakah', 'ada', 'tes', 'nya', 'ya', 'setelaj', 'mendaftar']","['kakak', 'pengumuman', 'nya', 'kapan', 'ya', 'kakak', 'apakah', 'ada', 'tes', 'nya', 'ya', 'setelaj', 'mendaftar']","['kakak', 'pengumuman', 'kakak', 'tes', 'setelaj', 'mendaftar']"
404,"Untuk yg MET, ada syarat spek laptopnya tidak? Dan software juga ... soalnya saya baca disitu kita belajar office 365. Sedangkan di saya ga ada 365 ka😂","untuk yg met, ada syarat spek laptopnya tidak? dan software juga ... soalnya saya baca disitu kita belajar office 365. sedangkan di saya ga ada 365 ka😂",untuk yg met ada syarat spek laptopnya tidak dan software juga soalnya saya baca disitu kita belajar office sedangkan di saya ga ada ka,"['untuk', 'yg', 'met', 'ada', 'syarat', 'spek', 'laptopnya', 'tidak', 'dan', 'software', 'juga', 'soalnya', 'saya', 'baca', 'disitu', 'kita', 'belajar', 'office', 'sedangkan', 'di', 'saya', 'ga', 'ada', 'ka']","['untuk', 'yang', 'met', 'ada', 'syarat', 'spek', 'laptopnya', 'tidak', 'dan', 'software', 'juga', 'soalnya', 'saya', 'baca', 'disitu', 'kita', 'belajar', 'office', 'sedangkan', 'di', 'saya', 'tidak', 'ada', 'kakak']","['met', 'syarat', 'spek', 'laptopnya', 'software', 'baca', 'disitu', 'belajar', 'office', 'kakak']"
405,Halo ka apa pendaftaran sudah ditutup ya? Aku mau coba daftar barusan ga bisa :(,halo ka apa pendaftaran sudah ditutup ya? aku mau coba daftar barusan ga bisa :(,halo ka apa pendaftaran sudah ditutup ya aku mau coba daftar barusan ga bisa,"['halo', 'ka', 'apa', 'pendaftaran', 'sudah', 'ditutup', 'ya', 'aku', 'mau', 'coba', 'daftar', 'barusan', 'ga', 'bisa']","['halo', 'kakak', 'apa', 'pendaftaran', 'sudah', 'ditutup', 'ya', 'aku', 'mau', 'coba', 'daftar', 'barusan', 'tidak', 'bisa']","['halo', 'kakak', 'pendaftaran', 'ditutup', 'coba', 'daftar', 'barusan']"
406,Apakah untuk learning track Intelligence Cloud Track materinya sama dengan Data & AI di Batch 1? Atau yg batch 2 ini lebih advance?,apakah untuk learning track intelligence cloud track materinya sama dengan data & ai di batch 1? atau yg batch 2 ini lebih advance?,apakah untuk learning track intelligence cloud track materinya sama dengan data ai di batch atau yg batch ini lebih advance,"['apakah', 'untuk', 'learning', 'track', 'intelligence', 'cloud', 'track', 'materinya', 'sama', 'dengan', 'data', 'ai', 'di', 'batch', 'atau', 'yg', 'batch', 'ini', 'lebih', 'advance']","['apakah', 'untuk', 'learning', 'track', 'intelligence', 'cloud', 'track', 'materinya', 'sama', 'dengan', 'data', 'ai', 'di', 'batch', 'atau', 'yang', 'batch', 'ini', 'lebih', 'advance']","['learning', 'track', 'intelligence', 'cloud', 'track', 'materinya', 'data', 'batch', 'batch', 'advance']"
407,Kapan pengumuman nya ya?,kapan pengumuman nya ya?,kapan pengumuman nya ya,"['kapan', 'pengumuman', 'nya', 'ya']","['kapan', 'pengumuman', 'nya', 'ya']",['pengumuman']
408,Jadwal pembelajarannya jambrpa aja ya min?,jadwal pembelajarannya jambrpa aja ya min?,jadwal pembelajarannya jambrpa aja ya min,"['jadwal', 'pembelajarannya', 'jambrpa', 'aja', 'ya', 'min']","['jadwal', 'pembelajarannya', 'jambrpa', 'aja', 'ya', 'min']","['jadwal', 'pembelajarannya', 'jambrpa', 'min']"
409,@maribelajar_id setiap pathway/learning track yang ada dapat berapa sertifikasi ya min? Terimakasih,@maribelajar_id setiap pathway/learning track yang ada dapat berapa sertifikasi ya min? terimakasih,setiap pathwaylearning track yang ada dapat berapa sertifikasi ya min terimakasih,"['setiap', 'pathwaylearning', 'track', 'yang', 'ada', 'dapat', 'berapa', 'sertifikasi', 'ya', 'min', 'terimakasih']","['setiap', 'pathwaylearning', 'track', 'yang', 'ada', 'dapat', 'berapa', 'sertifikasi', 'ya', 'min', 'terimakasih']","['pathwaylearning', 'track', 'sertifikasi', 'min', 'terimakasih']"
410,Untuk learning track modern educator track apakah harus memiliki laptop dengan spesifikasi tertentu?,untuk learning track modern educator track apakah harus memiliki laptop dengan spesifikasi tertentu?,untuk learning track modern educator track apakah harus memiliki laptop dengan spesifikasi tertentu,"['untuk', 'learning', 'track', 'modern', 'educator', 'track', 'apakah', 'harus', 'memiliki', 'laptop', 'dengan', 'spesifikasi', 'tertentu']","['untuk', 'learning', 'track', 'modern', 'educator', 'track', 'apakah', 'harus', 'memiliki', 'laptop', 'dengan', 'spesifikasi', 'tertentu']","['learning', 'track', 'modern', 'educator', 'track', 'memiliki', 'laptop', 'spesifikasi']"
411,@my.nameis.22 minimal office 2019 kak,@my.nameis.22 minimal office 2019 kak,minimal office kak,"['minimal', 'office', 'kak']","['minimal', 'office', 'kakak']","['minimal', 'office', 'kakak']"
412,Min boleh menjelaskan mengenai logo certification  modern worker track ?,min boleh menjelaskan mengenai logo certification  modern worker track ?,min boleh menjelaskan mengenai logo certification modern worker track,"['min', 'boleh', 'menjelaskan', 'mengenai', 'logo', 'certification', 'modern', 'worker', 'track']","['min', 'boleh', 'menjelaskan', 'mengenai', 'logo', 'certification', 'modern', 'worker', 'track']","['min', 'logo', 'certification', 'modern', 'worker', 'track']"
413,Hai kak min aku udah acc SI Information Worker Track di aku MBKM aku selanjutnya apaya kak min?,hai kak min aku udah acc si information worker track di aku mbkm aku selanjutnya apaya kak min?,hai kak min aku udah acc si information worker track di aku mbkm aku selanjutnya apaya kak min,"['hai', 'kak', 'min', 'aku', 'udah', 'acc', 'si', 'information', 'worker', 'track', 'di', 'aku', 'mbkm', 'aku', 'selanjutnya', 'apaya', 'kak', 'min']","['hai', 'kakak', 'min', 'aku', 'sudah', 'acc', 'si', 'information', 'worker', 'track', 'di', 'aku', 'mbkm', 'aku', 'selanjutnya', 'apaya', 'kakak', 'min']","['hai', 'kakak', 'min', 'acc', 'information', 'worker', 'track', 'mbkm', 'apaya', 'kakak', 'min']"
414,@ndahayps sama,@ndahayps sama,sama,['sama'],['sama'],[]
415,"@vidaoliviaprimadhany aku nitip ya,soanya sama kendalanyaa.. Aku udh acc jga tpi blm tau info selanjutnya seperti apa","@vidaoliviaprimadhany aku nitip ya,soanya sama kendalanyaa.. aku udh acc jga tpi blm tau info selanjutnya seperti apa",aku nitip yasoanya sama kendalanyaa aku udh acc jga tpi blm tau info selanjutnya seperti apa,"['aku', 'nitip', 'yasoanya', 'sama', 'kendalanyaa', 'aku', 'udh', 'acc', 'jga', 'tpi', 'blm', 'tau', 'info', 'selanjutnya', 'seperti', 'apa']","['aku', 'titip', 'yasoanya', 'sama', 'kendalanyaa', 'aku', 'sudah', 'acc', 'juga', 'tapi', 'belum', 'tau', 'info', 'selanjutnya', 'seperti', 'apa']","['titip', 'yasoanya', 'kendalanyaa', 'acc', 'info']"
416,@pritioktav iya hayuk kita up sampe kak min tanggapin😊,@pritioktav iya hayuk kita up sampe kak min tanggapin😊,iya hayuk kita up sampe kak min tanggapin,"['iya', 'hayuk', 'kita', 'up', 'sampe', 'kak', 'min', 'tanggapin']","['iya', 'ayo', 'kita', 'up', 'sampai', 'kakak', 'min', 'tanggapin']","['iya', 'ayo', 'up', 'kakak', 'min', 'tanggapin']"
417,@maribelajar_id office 2016 gk bisa dong kak😢,@maribelajar_id office 2016 gk bisa dong kak😢,office gk bisa dong kak,"['office', 'gk', 'bisa', 'dong', 'kak']","['office', 'tidak', 'bisa', 'dong', 'kakak']","['office', 'kakak']"
418,"@theresya.drstn bantu jawab, bisa install aja banyak kok tutor di ytb","@theresya.drstn bantu jawab, bisa install aja banyak kok tutor di ytb",bantu jawab bisa install aja banyak kok tutor di ytb,"['bantu', 'jawab', 'bisa', 'install', 'aja', 'banyak', 'kok', 'tutor', 'di', 'ytb']","['bantu', 'jawab', 'bisa', 'install', 'aja', 'banyak', 'kok', 'tutor', 'di', 'ytb']","['bantu', 'install', 'tutor', 'ytb']"
419,@ynhhdh takut bajakan 😢,@ynhhdh takut bajakan 😢,takut bajakan,"['takut', 'bajakan']","['takut', 'bajakan']","['takut', 'bajakan']"
420,@theresya.drstn syedih kitaa😢,@theresya.drstn syedih kitaa😢,syedih kitaa,"['syedih', 'kitaa']","['syedih', 'kitaa']","['syedih', 'kitaa']"
421,@ynhhdh office saya luarannya tulisan 2016 tapi karena punya akun office 365 bisa jadi 365 officenyaa,@ynhhdh office saya luarannya tulisan 2016 tapi karena punya akun office 365 bisa jadi 365 officenyaa,office saya luarannya tulisan tapi karena punya akun office bisa jadi officenyaa,"['office', 'saya', 'luarannya', 'tulisan', 'tapi', 'karena', 'punya', 'akun', 'office', 'bisa', 'jadi', 'officenyaa']","['office', 'saya', 'luarannya', 'tulisan', 'tapi', 'karena', 'punya', 'akun', 'office', 'bisa', 'jadi', 'officenyaa']","['office', 'luarannya', 'tulisan', 'akun', 'office', 'officenyaa']"
422,@vidaoliviaprimadhany nitip,@vidaoliviaprimadhany nitip,nitip,['nitip'],['titip'],['titip']
423,Kak mau tanya kalo ICT itu spesifikasi laptopnya bagaimana ya kak? Soalnya punya saya yang model lama,kak mau tanya kalo ict itu spesifikasi laptopnya bagaimana ya kak? soalnya punya saya yang model lama,kak mau tanya kalo ict itu spesifikasi laptopnya bagaimana ya kak soalnya punya saya yang model lama,"['kak', 'mau', 'tanya', 'kalo', 'ict', 'itu', 'spesifikasi', 'laptopnya', 'bagaimana', 'ya', 'kak', 'soalnya', 'punya', 'saya', 'yang', 'model', 'lama']","['kakak', 'mau', 'tanya', 'kalo', 'ict', 'itu', 'spesifikasi', 'laptopnya', 'bagaimana', 'ya', 'kakak', 'soalnya', 'punya', 'saya', 'yang', 'model', 'lama']","['kakak', 'ict', 'spesifikasi', 'laptopnya', 'kakak', 'model']"
424,@kaxjyone yuk up yuk😂🙌,@kaxjyone yuk up yuk😂🙌,yuk up yuk,"['yuk', 'up', 'yuk']","['ayo', 'up', 'ayo']","['ayo', 'up', 'ayo']"
425,Kak mau tanya kalo ICT itu spesifikasi laptopnya bagaimana ya kak? Soalnya punya saya yang model lama,kak mau tanya kalo ict itu spesifikasi laptopnya bagaimana ya kak? soalnya punya saya yang model lama,kak mau tanya kalo ict itu spesifikasi laptopnya bagaimana ya kak soalnya punya saya yang model lama,"['kak', 'mau', 'tanya', 'kalo', 'ict', 'itu', 'spesifikasi', 'laptopnya', 'bagaimana', 'ya', 'kak', 'soalnya', 'punya', 'saya', 'yang', 'model', 'lama']","['kakak', 'mau', 'tanya', 'kalo', 'ict', 'itu', 'spesifikasi', 'laptopnya', 'bagaimana', 'ya', 'kakak', 'soalnya', 'punya', 'saya', 'yang', 'model', 'lama']","['kakak', 'ict', 'spesifikasi', 'laptopnya', 'kakak', 'model']"
426,@vidaoliviaprimadhany nitip juga gez,@vidaoliviaprimadhany nitip juga gez,nitip juga gez,"['nitip', 'juga', 'gez']","['titip', 'juga', 'gez']","['titip', 'gez']"
427,"@maribelajar_id untuk yg IWT sama juga kah min, minimal 2019? Jawab yaa, besok hari terakhir untuk terima apa enggak program nya","@maribelajar_id untuk yg iwt sama juga kah min, minimal 2019? jawab yaa, besok hari terakhir untuk terima apa enggak program nya",untuk yg iwt sama juga kah min minimal jawab yaa besok hari terakhir untuk terima apa enggak program nya,"['untuk', 'yg', 'iwt', 'sama', 'juga', 'kah', 'min', 'minimal', 'jawab', 'yaa', 'besok', 'hari', 'terakhir', 'untuk', 'terima', 'apa', 'enggak', 'program', 'nya']","['untuk', 'yang', 'iwt', 'sama', 'juga', 'kah', 'min', 'minimal', 'jawab', 'iya', 'besok', 'hari', 'terakhir', 'untuk', 'terima', 'apa', 'tidak', 'program', 'nya']","['iwt', 'kah', 'min', 'minimal', 'iya', 'besok', 'terima', 'program']"
428,"@pritioktav halo kak, mau tanya. Apa udah ada kabar setelah acc harus ngapain?","@pritioktav halo kak, mau tanya. apa udah ada kabar setelah acc harus ngapain?",halo kak mau tanya apa udah ada kabar setelah acc harus ngapain,"['halo', 'kak', 'mau', 'tanya', 'apa', 'udah', 'ada', 'kabar', 'setelah', 'acc', 'harus', 'ngapain']","['halo', 'kakak', 'mau', 'tanya', 'apa', 'sudah', 'ada', 'kabar', 'setelah', 'acc', 'harus', 'kenapa']","['halo', 'kakak', 'kabar', 'acc']"
429,"@viniesm hallo,bisa dm aja yaa","@viniesm hallo,bisa dm aja yaa",hallobisa dm aja yaa,"['hallobisa', 'dm', 'aja', 'yaa']","['hallobisa', 'pesan', 'aja', 'iya']","['hallobisa', 'pesan', 'iya']"
430,Registrasinya sampai kapan ya kak?,registrasinya sampai kapan ya kak?,registrasinya sampai kapan ya kak,"['registrasinya', 'sampai', 'kapan', 'ya', 'kak']","['registrasinya', 'sampai', 'kapan', 'ya', 'kakak']","['registrasinya', 'kakak']"
431,Sistem konversi SKS nya bagaimana ya kak? Apakah bisa konversinya tidak full 20 sks?,sistem konversi sks nya bagaimana ya kak? apakah bisa konversinya tidak full 20 sks?,sistem konversi sks nya bagaimana ya kak apakah bisa konversinya tidak full sks,"['sistem', 'konversi', 'sks', 'nya', 'bagaimana', 'ya', 'kak', 'apakah', 'bisa', 'konversinya', 'tidak', 'full', 'sks']","['sistem', 'konversi', 'sks', 'nya', 'bagaimana', 'ya', 'kakak', 'apakah', 'bisa', 'konversinya', 'tidak', 'full', 'sks']","['sistem', 'konversi', 'sks', 'kakak', 'konversinya', 'full', 'sks']"
432,"Min mau bertanya, untuk batch 2 kali ini tidak dapat uang saku ya min untuk program studi independen ini? Terimakasih @maribelajar_id","min mau bertanya, untuk batch 2 kali ini tidak dapat uang saku ya min untuk program studi independen ini? terimakasih @maribelajar_id",min mau bertanya untuk batch kali ini tidak dapat uang saku ya min untuk program studi independen ini terimakasih,"['min', 'mau', 'bertanya', 'untuk', 'batch', 'kali', 'ini', 'tidak', 'dapat', 'uang', 'saku', 'ya', 'min', 'untuk', 'program', 'studi', 'independen', 'ini', 'terimakasih']","['min', 'mau', 'bertanya', 'untuk', 'batch', 'sepertinya', 'ini', 'tidak', 'dapat', 'uang', 'saku', 'ya', 'min', 'untuk', 'program', 'studi', 'independen', 'ini', 'terimakasih']","['min', 'batch', 'uang', 'saku', 'min', 'program', 'studi', 'independen', 'terimakasih']"
433,Minimal semester brapa min,minimal semester brapa min,minimal semester brapa min,"['minimal', 'semester', 'brapa', 'min']","['minimal', 'semester', 'brapa', 'min']","['minimal', 'semester', 'brapa', 'min']"
434,@fajaraugusta_ minimal semester 5 saat program studi independen dimulai kak 😁 -m,@fajaraugusta_ minimal semester 5 saat program studi independen dimulai kak 😁 -m,minimal semester saat program studi independen dimulai kak ,"['minimal', 'semester', 'saat', 'program', 'studi', 'independen', 'dimulai', 'kak']","['minimal', 'semester', 'saat', 'program', 'studi', 'independen', 'dimulai', 'kakak']","['minimal', 'semester', 'program', 'studi', 'independen', 'kakak']"
435,"@still.coolyah sampai tanggal 14 Januari 2022, segera daftarkan dirimu ya 😉 -m","@still.coolyah sampai tanggal 14 januari 2022, segera daftarkan dirimu ya 😉 -m",sampai tanggal januari segera daftarkan dirimu ya ,"['sampai', 'tanggal', 'januari', 'segera', 'daftarkan', 'dirimu', 'ya']","['sampai', 'tanggal', 'januari', 'segera', 'daftarkan', 'dirimu', 'ya']","['tanggal', 'januari', 'daftarkan', 'dirimu']"
436,"Min, kalau daftar lebih dari 1 kegiatan di maribelajar boleh tidak ya?","min, kalau daftar lebih dari 1 kegiatan di maribelajar boleh tidak ya?",min kalau daftar lebih dari kegiatan di maribelajar boleh tidak ya,"['min', 'kalau', 'daftar', 'lebih', 'dari', 'kegiatan', 'di', 'maribelajar', 'boleh', 'tidak', 'ya']","['min', 'kalau', 'daftar', 'lebih', 'dari', 'kegiatan', 'di', 'maribelajar', 'boleh', 'tidak', 'ya']","['min', 'daftar', 'kegiatan', 'maribelajar']"
437,@maribelajar_id siaap kak,@maribelajar_id siaap kak,siaap kak,"['siaap', 'kak']","['siaap', 'kakak']","['siaap', 'kakak']"
